LastName,FirstName,Age,Class,PassengerOrCrew,Role,Survivor
PADRON MANENT,Mr Julian,26,2nd Class,Passenger,,true
PAICE,Mr Richard Charles John,32,Engineering,Crew,,false
PAIN,Dr Alfred,23,2nd Class,Passenger,,false
PAINTER,Mr Charles,32,Engineering,Crew,,false
PAINTER,Mr Frank,29,Engineering,Crew,,false
PAINTIN,Mr James Arthur,29,Victualling,Crew,,false
PALLÀS I CASTELLÓ,Sr. Emili,29,2nd Class,Passenger,,true
PALLES,Mr Thomas Henry Michael,45,Engineering,Crew,,false
PALMQUIST,Mr Oskar Leander Johansson,26,3rd Class,Passenger,,true
PÅLSSON,Master Gösta Leonard,2,3rd Class,Passenger,,false
PÅLSSON,Master Paul Folke,6,3rd Class,Passenger,,false
PÅLSSON,Miss Stina Viola,3,3rd Class,Passenger,,false
PÅLSSON,Miss Torborg Danira,8,3rd Class,Passenger,,false
PÅLSSON,Mrs Alma Cornelia,29,3rd Class,Passenger,,false
PANULA,Master Eino Viljam,1,3rd Class,Passenger,,false
PANULA,Master Jaako Arnold,15,3rd Class,Passenger,,false
PANULA,Master Juha Niilo,7,3rd Class,Passenger,,false
PANULA,Master Urho Abraham,2,3rd Class,Passenger,,false
PANULA,Mr Ernesti Arvid,16,3rd Class,Passenger,,false
PANULA,Mrs Maija Emelia Abrahamintytar,41,3rd Class,Passenger,,false
PARKER,Mr Clifford Richard,17,2nd Class,Passenger,,false
PARKES,Mr Francis,21,2nd Class,Passenger,H&W Guarantee Group,false
PARR,Mr William Henry Marsh,29,1st Class,Passenger,H&W Guarantee Group,false
PARRISH,Mrs Lutie Davis,59,2nd Class,Passenger,,true
PARSONS,Mr Edward,37,Victualling,Crew,,false
PARSONS,Mr Frank Alfred,26,Engineering,Crew,,false
PARSONS,Mr Richard Henry,18,Victualling,Crew,,false
PARTNER,Mr Austin,40,1st Class,Passenger,,false
PASCOE,Mr Charles Henry,45,Deck,Crew,,true
PASIC,Mr Jakob,21,3rd Class,Passenger,,false
PATCHETT,Mr George,18,3rd Class,Passenger,,false
PATON,Mr Matthew,26,Engineering,Crew,(Delivery trip only),false
PAVLOVIĆ,Mr Stefo,32,3rd Class,Passenger,,false
PAYNE,Mr Vivian Ponsonby,23,1st Class,Passenger,Servant,false
PEACOCK,Master Albert Edward,0.58,3rd Class,Passenger,,false
PEACOCK,Miss Treasteall,4,3rd Class,Passenger,,false
PEACOCK,Mrs Edith,26,3rd Class,Passenger,,false
PEARCE,Mr Alfred Ernest,24,Victualling,Crew,,false
PEARCE,Mr Ernest,31,3rd Class,Passenger,,false
PEARCE,Mr John,33,Engineering,Crew,,true
PEARCEY,Mr Albert Victor,25,Victualling,Crew,,true
PEARS,Mr Thomas,29,1st Class,Passenger,,false
PEARS,Mrs Edith,22,1st Class,Passenger,,true
PEDERSEN,Mr Olaf,28,3rd Class,Passenger,,false
PEDRINI,Sig. Alessandro,21,Restaurant Staff,Crew,,false
PEDUZZI,Mr Joseph,24,3rd Class,Passenger,,false
PEKONIEMI,Mr Edvard,21,3rd Class,Passenger,,false
PELHAM,Mr George,39,Engineering,Crew,,true
PELTOMÄKI,Mr Nikolai Johannes,25,3rd Class,Passenger,,false
PEÑASCO Y CASTELLANA,Mr Victor,24,1st Class,Passenger,,false
PEÑASCO Y CASTELLANA,Mrs Maria Josefa Perezde Soto y Vallejo,22,1st Class,Passenger,,true
PENGELLY,Mr Frederick William,19,2nd Class,Passenger,,false
PENNAL,Mr Thomas Frederick Cohen,34,Victualling,Crew,,false
PENNEY,Mr Alfred,28,Engineering,Crew,Deserted,false
PENNY,Mr William Farr,31,Victualling,Crew,,false
PENROSE,Mr John Poole,49,Victualling,Crew,,false
PERACCHIO,Sig. Alberto,20,Restaurant Staff,Crew,,false
PERACCHIO,Sig. Sebastiano,17,Restaurant Staff,Crew,,false
PERKIN,Mr John Henry,23,3rd Class,Passenger,,false
PERKINS,Mr Laurence Alexander,22,Victualling,Crew,,false
PERKIS,Mr Walter John,37,Deck,Crew,,true
PERNOT,Mr René,39,2nd Class,Passenger,Servant,false
PEROTTI,Sig. Alfonso,20,Restaurant Staff,Crew,,false
PERREAULT,Miss Mary Anne,33,1st Class,Passenger,Servant,true
PERREN,Mr William Charles,47,Victualling,Crew,,false
PERRITON,Mr Hubert Prouse,32,Victualling,Crew,,false
PERRY,Mr Edgar Lionel,19,Engineering,Crew,,true
PERRY,Mr Henry Frederick,23,Engineering,Crew,,false
PERSSON,Mr Ernst Ulrik,25,3rd Class,Passenger,,true
PERUSCHITZ,Fr Josef,41,2nd Class,Passenger,,false
PETERANEC KRAMARIĆ,Miss Mathilda,28,3rd Class,Passenger,,false
PETERS,Miss Catherine,27,3rd Class,Passenger,,false
PETERS,Mr William Chapman,26,Deck,Crew,,true
PETERSEN,Mr Marius,24,3rd Class,Passenger,,false
PETROFF,Mr Nedialco,19,3rd Class,Passenger,,false
PETROFF,Mr Pastcho,29,3rd Class,Passenger,,false
PETTERSSON,Miss Elin Natalia,18,3rd Class,Passenger,,false
PETTERSSON,Mr Johan Emil,25,3rd Class,Passenger,,false
PETTY,Mr Edwin Henry,25,Victualling,Crew,,false
PEUCHEN,Major Arthur Godfrey,52,1st Class,Passenger,,true
PFROPPER,Mr Richard Paul Jozef,30,Victualling,Crew,,true
PHILLIMORE,Mr Harold Charles William,23,Victualling,Crew,,true
PHILLIPS,Miss Alice Frances Louisa,21,2nd Class,Passenger,,true
PHILLIPS,Miss Kate Florence,19,2nd Class,Passenger,,true
PHILLIPS,Mr Escott Robert,43,2nd Class,Passenger,,false
PHILLIPS,Mr George,27,Engineering,Crew,,false
PHILLIPS,Mr James,27,Engineering,Crew,(Delivery trip only),false
PHILLIPS,Mr John George,25,Victualling,Crew,,false
PHILLIPS,Mr Walter John,37,Restaurant Staff,Crew,,false
PHILLIPS,Mr William,26,Engineering,Crew,(Delivery trip only),false
PIATTI,Sig. Louis,17,Restaurant Staff,Crew,,false
PIAZZA,Sig. Pompeo Gaspro,33,Restaurant Staff,Crew,,false
PICARD,Mr Benoît,33,3rd Class,Passenger,,true
PIDGEON,Mr William,39,Engineering,Crew,(Delivery trip only),false
PIERCE,Mr Robert,40,Engineering,Crew,(Delivery trip only),false
PINSKY,Mrs Rosa,32,2nd Class,Passenger,,true
PITFIELD,Mr William James,25,Engineering,Crew,,false
PITMAN,Mr Herbert John,34,Deck,Crew,Titanic Officers,true
PLATT,Mr Wilfred George,17,Victualling,Crew,,false
PLOTCHARSKY,Mr Vasil,27,3rd Class,Passenger,,false
POCRNIĆ,Mr Mate,17,3rd Class,Passenger,,false
POCRNIĆ,Mr Tome,24,3rd Class,Passenger,,false
PODESTA,Mr Alfred John Alexander,24,Engineering,Crew,,true
POGGI,Sig. Emilio,28,Restaurant Staff,Crew,,false
POINGDESTRE,Mr John Thomas,27,Deck,Crew,,true
POND,Mr George,32,Engineering,Crew,,false
PONESELL,Mr Martin,24,2nd Class,Passenger,,false
POOK,Mr Percy Robert,36,Victualling,Crew,,false
PORT,Mr Frank,22,Victualling,Crew,,true
PORTALUPPI,Mr Emilio Ilario Giuseppe,30,2nd Class,Passenger,,true
PORTER,Mr Walter Chamberlain,46,1st Class,Passenger,,false
PORTEUS,Mr Thomas Henry,33,Victualling,Crew,,false
POTTER,Mrs Lily Alexenia,56,1st Class,Passenger,,true
PRANGNELL,Mr George Alexander,30,Engineering,Crew,,true
PRENTICE,Mr Frank Winnold,23,Victualling,Crew,,true
PRESTON,Mr Thomas Charles Alfred,20,Engineering,Crew,,false
PRICE,Mr Ernest Cyril,17,Restaurant Staff,Crew,,false
PRICHARD,Mrs Alice Maud,36,Victualling,Crew,,true
PRIDEAUX,Mr John Arthur (Jack),23,Victualling,Crew,,false
PRIEST,Mr Arthur John,24,Engineering,Crew,,true
PRIOR,Mr Harold John Arnold,20,Victualling,Crew,,true
PROCTOR,Mr Charles,45,Victualling,Crew,,false
PROUDFOOT,Mr Richard Royston,21,Engineering,Crew,,false
PRYCE,Mr Charles William,22,Victualling,Crew,,false
PUGH,Mr Alfred,20,Victualling,Crew,,true
PUGH,Mr Arthur Percy,31,Engineering,Crew,,false
PULBAUM,Mr Franz,27,2nd Class,Passenger,,false
PULNER,Mr Uscher,16,3rd Class,Passenger,,false
PUSEY,Mr William Robert Holland,22,Engineering,Crew,,true
PUZEY,Mr John Edward,44,Victualling,Crew,,false
QUICK,Miss Phyllis May,2,2nd Class,Passenger,,true
QUICK,Miss Winnifred Vera,8,2nd Class,Passenger,,true
QUICK,Mrs Jane,33,2nd Class,Passenger,,true
QUINN,Mr John,36,Engineering,Crew,(Delivery trip only),false
RADEFF,Mr Alexander,27,3rd Class,Passenger,,false
RAFŪL-BŪLUS,Mr Bākhūs,21,3rd Class,Passenger,,false
RANDALL,Mr Frank Henry,29,Victualling,Crew,,false
RANGER,Mr Thomas,29,Engineering,Crew,,true
RANSOM,Mr James Augustus,50,Victualling,Crew,,false
RATTENBURY,Mr William Henry,38,Victualling,Crew,,false
RATTI,Sig. Enrico,21,Restaurant Staff,Crew,,false
RAY,Mr Frederick Dent,32,Victualling,Crew,,true
READ,Mr Joseph,20,Engineering,Crew,,false
REED,Mr James George,18,3rd Class,Passenger,,false
REED,Mr Thomas Charles Prowse,54,Victualling,Crew,,false
REEVES,Mr David,36,2nd Class,Passenger,,false
REEVES,Mr Frederick Simms,34,Engineering,Crew,,false
REEVES,Mr Frederick Vernon Hilton,20,Victualling,Crew,,false
REID,Mr James,36,Engineering,Crew,(Delivery trip only),false
REID,Mr Robert Thomas,31,Engineering,Crew,,false
REKIC,Mr Tido,38,3rd Class,Passenger,,false
REMESCH,Miss,0,2nd Class,Passenger,Cross Channel Passenger,true
RENOUF,Mr Peter Henry,33,2nd Class,Passenger,,false
RENOUF,Mrs Lillian,30,2nd Class,Passenger,,true
RENTOWL,Mr Philip Charles Thomas,26,Engineering,Crew,,false
REUCHLIN,Jonkh Johan George,37,1st Class,Passenger,,false
REVELL,Mr William James Francis,31,Victualling,Crew,,false
REYNALDO,Sra. Encarnación,29,2nd Class,Passenger,,true
REYNOLDS,Mr Harold,21,3rd Class,Passenger,,false
RHEIMS,Mr George Alexander Lucien,33,1st Class,Passenger,,true
RICALDONE,Sig. Rinaldo Renato,22,Restaurant Staff,Crew,,false
RICE,Master Albert,10,3rd Class,Passenger,,false
RICE,Master Arthur,4,3rd Class,Passenger,,false
RICE,Master Eric,6,3rd Class,Passenger,,false
RICE,Master Francis,2,3rd Class,Passenger,,false
RICE,Master George,8,3rd Class,Passenger,,false
RICE,Mr Charles John,32,Engineering,Crew,,true
RICE,Mr John Reginald,25,Victualling,Crew,,false
RICE,Mr Percy,19,Victualling,Crew,,false
RICE,Mrs Margaret,39,3rd Class,Passenger,,false
RICHARD,Mr Emile Phillippe,23,2nd Class,Passenger,,false
RICHARD,Mr McMullan,23,Engineering,Crew,(Delivery trip only),false
RICHARDS,Master Sibley George,0.75,2nd Class,Passenger,,true
RICHARDS,Master William Rowe,3,2nd Class,Passenger,,true
RICHARDS,Mr Joseph James,30,Engineering,Crew,,false
RICHARDS,Mrs Emily,24,2nd Class,Passenger,,true
RICKMAN,Mr George Albert,36,Engineering,Crew,,false
RICKS,Mr Cyril Gordon,22,Victualling,Crew,,false
RIDOUT,Mr Walter George,29,Victualling,Crew,,false
RIDSDALE,Miss Lucy,58,2nd Class,Passenger,,true
RIGHINI,Mr Sante,28,1st Class,Passenger,Servant,false
RIGOZZI,Mr Abele,22,Restaurant Staff,Crew,,false
RIIHIVUORI,Miss Susanna Juhantytär,22,3rd Class,Passenger,,false
RIMMER,Mr Gilbert,29,Victualling,Crew,,false
RINTAMÄKI,Mr Matti,35,3rd Class,Passenger,,false
RIORDAN,Miss Hannah,21,3rd Class,Passenger,,true
RISIEN,Mr Samuel Beard,69,3rd Class,Passenger,,false
RISIEN,Mrs Emma Jane,64,3rd Class,Passenger,,false
ROBERT,Mrs Elisabeth Walton,43,1st Class,Passenger,,true
ROBERTON,Mr George Edward,19,Victualling,Crew,,false
ROBERTS,Mr Frank John,36,Victualling,Crew,,false
ROBERTS,Mr Hugh H.,41,Victualling,Crew,,false
ROBERTS,Mr Robert George,35,Engineering,Crew,,false
ROBERTS,Mrs Mary Kezia,41,Victualling,Crew,,true
ROBINS,Mr Alexander,50,3rd Class,Passenger,,false
ROBINS,Mr Victor,45,1st Class,Passenger,Servant,false
ROBINS,Mrs Charity,48,3rd Class,Passenger,,false
ROBINSON,Mr James William,30,Victualling,Crew,,false
ROBINSON,Mr Samuel,43,Deck,Crew,(Delivery trip only),false
ROBINSON,Mr Thomas,30,Engineering,Crew,(Delivery trip only),false
ROBINSON,Mrs Annie,47,Victualling,Crew,,true
ROEBLING,Mr Washington Augustus,31,1st Class,Passenger,,false
ROGAN,Mr Patrick,43,Engineering,Crew,(Delivery trip only),false
ROGERS,Mr Edward James William,31,Victualling,Crew,,false
ROGERS,Mr Michael Joseph,26,Victualling,Crew,,false
ROGERS,Mr Reginald Harry,18,2nd Class,Passenger,,false
ROGERS,Mr William John,29,3rd Class,Passenger,,false
ROMAINE,Mr Charles Hallace,45,1st Class,Passenger,,true
ROMMETVEDT,Mr Knud Paust,49,3rd Class,Passenger,,false
RONDBERG,Mr Edvard Larsson,22,3rd Class,Passenger,,false
ROOD,Mr Hugh Roscoe,39,1st Class,Passenger,,false
ROSBLOM,Miss Salli Helena,2,3rd Class,Passenger,,false
ROSBLOM,Mr Viktor Richard,18,3rd Class,Passenger,,false
ROSBLOM,Mrs Helena Wilhelmina,41,3rd Class,Passenger,,false
ROSENBAUM,Miss Edith Louise,32,1st Class,Passenger,,true
ROSENSHINE,Mr George,45,1st Class,Passenger,,false
ROSS,Mr Horace Leopold,38,Victualling,Crew,,true
ROSS,Mr John Hugo,36,1st Class,Passenger,,false
ROTH,Miss Sarah,26,3rd Class,Passenger,,true
ROTHES,Lucy Noël Martha--Countess of,33,1st Class,Passenger,,true
ROTHSCHILD,Mr Martin,46,1st Class,Passenger,,false
ROTHSCHILD,Mrs Elizabeth Jane Anne,54,1st Class,Passenger,,true
ROTTA,Sig. Angelo Mario,23,Restaurant Staff,Crew,,false
ROUS,Mr Arthur John,26,Engineering,Crew,,false
ROUSE,Mr Richard Henry,55,3rd Class,Passenger,,false
ROUSSEAU,Mr Pierre,48,Restaurant Staff,Crew,,false
ROWE,Mr Alfred G.,59,1st Class,Passenger,,false
ROWE,Mr Edgar Maurice,31,Victualling,Crew,,false
ROWE,Mr George Thomas,31,Deck,Crew,,true
RUDD,Mr Henry,24,Engineering,Crew,,false
RUGG,Miss Emily,22,2nd Class,Passenger,,true
RULE,Mr Samuel James,58,Victualling,Crew,,true
RUSH,Mr Alfred George John,17,3rd Class,Passenger,,false
RUSSELL,Mr Boysie Richard,17,Victualling,Crew,,false
RUTTER,Mr Sidney Frank,26,Engineering,Crew,,false
RYAN,Mr Edward,24,3rd Class,Passenger,,true
RYAN,Mr Patrick,32,3rd Class,Passenger,,false
RYAN,Mr Thomas,28,Victualling,Crew,,false
RYERSON,Master John Borie,13,1st Class,Passenger,,true
RYERSON,Miss Emily Borie,18,1st Class,Passenger,,true
RYERSON,Miss Susan Parker,21,1st Class,Passenger,,true
RYERSON,Mr Arthur Larned,61,1st Class,Passenger,,false
RYERSON,Mr William Edwy,33,Victualling,Crew,,true
RYERSON,Mrs Emily Maria,48,1st Class,Passenger,,true
SAAD,Mr Amin Houssein,30,3rd Class,Passenger,,false
SAALFELD,Mr Adolphe,47,1st Class,Passenger,,true
SACCAGGI,Sig. Giovanni Giuseppe Emilio,24,Restaurant Staff,Crew,,false
SADLIER,Mr Matthew,19,3rd Class,Passenger,,false
SADOWITZ,Mr Henry,17,3rd Class,Passenger,,false
SÆTHER,Mr Simon Sivertsen,43,3rd Class,Passenger,,false
SAGE,Master Anthony William,12,3rd Class,Passenger,,false
SAGE,Master Thomas Henry,5,3rd Class,Passenger,,false
SAGE,Miss Constance Gladys,7,3rd Class,Passenger,,false
SAGE,Miss Dorothy Florence,14,3rd Class,Passenger,,false
SAGE,Miss Elizabeth Ada,10,3rd Class,Passenger,,false
SAGE,Miss Stella Anne,20,3rd Class,Passenger,,false
SAGE,Mr Douglas Bullen,18,3rd Class,Passenger,,false
SAGE,Mr Frederick,16,3rd Class,Passenger,,false
SAGE,Mr George John,19,3rd Class,Passenger,,false
SAGE,Mr John George,44,3rd Class,Passenger,,false
SAGE,Mrs Annie Elizabeth,44,3rd Class,Passenger,,false
SÄGESSER,Mlle Emma,24,1st Class,Passenger,Servant,true
SALANDER,Mr Karl Johan,24,3rd Class,Passenger,,false
SALKJELSVIK,Miss Anna Kristine,21,3rd Class,Passenger,,true
SALOMON,Mr Abraham Lincoln,43,1st Class,Passenger,,true
SALONEN,Mr Johan Werner,29,3rd Class,Passenger,,false
SALUSSOLIA,Mr Govanni,25,Restaurant Staff,Crew,,false
SAMAAN,Mr Elias,17,3rd Class,Passenger,,false
SAMAAN,Mr Hanna Elias,40,3rd Class,Passenger,,false
SAMAAN,Mr Youssef,16,3rd Class,Passenger,,false
SAMUEL,Mr Owen Wilmore,47,Victualling,Crew,,false
SANDERSON,Mr Harold Arthur,52,1st Class,Passenger,,false
SANDSTRÖM,Miss Beatrice Irene,1,3rd Class,Passenger,,true
SANDSTRÖM,Miss Marguerite Rut,4,3rd Class,Passenger,,true
SANDSTRÖM,Mrs Agnes Charlotta,24,3rd Class,Passenger,,true
SANGSTER,Mr Charles Edward,30,Engineering,Crew,,false
SAP,Mr Julius,21,3rd Class,Passenger,,true
SARTORI,Sig. Lazar,24,Restaurant Staff,Crew,,false
SAUNDERCOCK,Mr William Henry,19,3rd Class,Passenger,,false
SAUNDERS,Mr F.,22,Engineering,Crew,,false
SAUNDERS,Mr Walter Ernest,25,Engineering,Crew,,false
SAUNDERS,Mr William Ernest,32,Victualling,Crew,,false
SAUNDERS,Mr William Henry,31,Engineering,Crew,,false
SAVAGE,Mr Charles James,23,Victualling,Crew,,true
SAWYER,Mr Frederick Charles,24,3rd Class,Passenger,,false
SAWYER,Mr Robert James,31,Deck,Crew,,false
SCANLAN,Mr James,20,3rd Class,Passenger,,false
SCARROTT,Mr Joseph George,33,Deck,Crew,,true
SCAVINO,Sig. Candido,42,Restaurant Staff,Crew,,false
SCHABERT,Mrs Emma,35,1st Class,Passenger,,true
SCHEERLINCK,Mr Jean,29,3rd Class,Passenger,,true
SCHMIDT,Mr Augustus,22,2nd Class,Passenger,,false
SCOTT,Mr Archibald,42,Engineering,Crew,,false
SCOTT,Mr Frederick William,28,Engineering,Crew,,true
SCOTT,Mr John,20,Victualling,Crew,,false
SCOVELL,Mr Robert,55,Victualling,Crew,,false
SDYCOFF,Mr Todor,42,3rd Class,Passenger,,false
SEDGWICK,Mr Charles Frederick Waddington,28,2nd Class,Passenger,,false
SEDUNARY,Mr Samuel Francis,25,Victualling,Crew,,false
SELF,Mr Albert Charles Edward,24,Engineering,Crew,,true
SELF,Mr Alfred Henry,39,Engineering,Crew,,false
SEMAN,Master Betros,10,3rd Class,Passenger,,false
SENIOR,Mr Harry,31,Engineering,Crew,,true
SERREPLAÀ,Miss Augusta Jeanne,30,1st Class,Passenger,Servant,true
SESIA,Sig. Giacomo,24,Restaurant Staff,Crew,,false
SEWARD,Mr Frederic Kimber,34,1st Class,Passenger,,true
SEWARD,Mr Wilfred Deable,25,Victualling,Crew,,true
SHANNON,Mr Andrew John,35,3rd Class,Passenger,,false
SHANNON,Mr David,30,Engineering,Crew,(Delivery trip only),false
SHARP,Mr Percival,29,2nd Class,Passenger,,false
SHAUGHNESSY,Mr Patrick,25,3rd Class,Passenger,,false
SHAW,Mr Andrew,37,Engineering,Crew,(Delivery trip only),false
SHAW,Mr Henry,41,Victualling,Crew,,false
SHAW,Mr James,40,Engineering,Crew,Deserted,false
SHEA,Mr John Joseph,39,Victualling,Crew,,false
SHEA,Mr Thomas,32,Engineering,Crew,,false
SHEATH,Mr Frederick,20,Engineering,Crew,,true
SHELLARD,Mr Frederick Blainey,55,3rd Class,Passenger,,false
SHELLEY,Mrs Imanita Parrish,24,2nd Class,Passenger,,true
SHEPHERD,Mr Jonathan,32,Engineering,Crew,,false
SHIERS,Mr Alfred Charles,25,Engineering,Crew,,true
SHIHĀB,Mr Al-Amīr Fāris,26,3rd Class,Passenger,,false
SHILLABEER,Mr Charles Frederick,19,Engineering,Crew,,false
SHINE,Miss Ellen,20,3rd Class,Passenger,,true
SHORNEY,Mr Charles Joseph,22,3rd Class,Passenger,,false
SHULVER,Mr Christopher Arthur,28,Engineering,Crew,,true
SHUTES,Miss Elizabeth Weed,40,1st Class,Passenger,Servant,true
SIEBERT,Mr Sidney Conrad,29,Victualling,Crew,,false
SILVÉN,Miss Lyyli Karoliina,17,2nd Class,Passenger,,true
SILVERTHORNE,Mr Spencer Victor,35,1st Class,Passenger,,true
SILVEY,Mr William Baird,51,1st Class,Passenger,,false
SILVEY,Mrs Alice Gray,39,1st Class,Passenger,,true
SIMMONS,Mr Andrew George James,31,Victualling,Crew,,true
SIMMONS,Mr Frederick Charles,24,Victualling,Crew,,false
SIMMONS,Mr John,40,3rd Class,Passenger,,false
SIMMONS,Mr William Simon Catcott,37,Victualling,Crew,,false
SIMMS,Mr William,38,Engineering,Crew,(Delivery trip only),false
SIMONIUS-BLUMER,Mr Colonel (Oberst) Alfons,56,1st Class,Passenger,,true
SIMPSON,Dr John Edward,37,Deck,Crew,,false
SIMS,Mr W.,30,Engineering,Crew,Left with Consent,false
SINCOCK,Miss Maude,20,2nd Class,Passenger,,true
SINKKONEN,Miss Anna,30,2nd Class,Passenger,,true
SIRAYANIAN,Mr Orsen,22,3rd Class,Passenger,,false
SIROTA,Mr Morris,19,3rd Class,Passenger,,false
SIVIC,Mr Husein,40,3rd Class,Passenger,,false
SIVIER,Mr William,23,Victualling,Crew,,false
SIVOLA,Mr Antti Wilhelm,21,3rd Class,Passenger,,false
SJÖBLOM,Miss Anna Sofia,18,3rd Class,Passenger,,true
SJÖSTEDT,Mr Ernst Adolf,59,2nd Class,Passenger,,false
SKEATES,Mr William,23,Engineering,Crew,,false
SKINNER,Mr Edward,41,Victualling,Crew,,false
SKOOG,Master Harald,5,3rd Class,Passenger,,false
SKOOG,Master Karl Thorsten,11,3rd Class,Passenger,,false
SKOOG,Miss Mabel,9,3rd Class,Passenger,,false
SKOOG,Miss Margit Elizabeth,2,3rd Class,Passenger,,false
SKOOG,Mr Wilhelm Johansson,40,3rd Class,Passenger,,false
SKOOG,Mrs Anna Bernhardina,43,3rd Class,Passenger,,false
SLABENOFF,Mr Petco,42,3rd Class,Passenger,,false
SLADE,Mr Alfred Edward,25,Engineering,Crew,Deserted,false
SLADE,Mr Bertram,28,Engineering,Crew,Deserted,false
SLADE,Mr Thomas,28,Engineering,Crew,Deserted,false
SLAYTER,Miss Hilda Mary,30,2nd Class,Passenger,,true
SLEMEN,Mr Richard James,35,2nd Class,Passenger,,false
SLIGHT,Mr Harry John,33,Victualling,Crew,,false
SLIGHT,Mr William Henry James,36,Victualling,Crew,,false
SLOAN,Miss Mary Jane,45,Victualling,Crew,,true
SLOAN,Mr Peter,31,Engineering,Crew,,false
SLOAN,Mr Thomas,0,Deck,Crew,(Delivery trip only),false
SLOCOMBE,Mrs Maude Louise,30,Victualling,Crew,,true
SLOCOVSKI,Mr Selman Francis,20,3rd Class,Passenger,,false
SLOPER,Mr William Thompson,28,1st Class,Passenger,,true
SMALL,Mr William McMillan,42,Engineering,Crew,,false
SMART,Mr John Montgomery,56,1st Class,Passenger,,false
SMILJANIĆ,Mr Mile,37,3rd Class,Passenger,,false
SMILLIE,Mr John Downing,28,Victualling,Crew,,false
SMITH,Captain Edward John,62,Deck,Crew,Titanic Officers,false
SMITH,Miss Kate Elizabeth,44,Victualling,Crew,,true
SMITH,Miss Marion,49,2nd Class,Passenger,,true
SMITH,Mr Charles Edwin,39,Victualling,Crew,,false
SMITH,Mr Charles Henry James,45,Victualling,Crew,,false
SMITH,Mr Ernest George,27,Engineering,Crew,,false
SMITH,Mr James Clinch,56,1st Class,Passenger,,false
SMITH,Mr James Muil,39,Engineering,Crew,,false
SMITH,Mr James William,24,Victualling,Crew,,false
SMITH,Mr John Richard Jago,35,Victualling,Crew,Postal Clerk,false
SMITH,Mr Joseph,25,Engineering,Crew,(Delivery trip only),false
SMITH,Mr Lucian Philip,24,1st Class,Passenger,,false
SMITH,Mr Reginald George,33,Victualling,Crew,,false
SMITH,Mr Richard William,57,1st Class,Passenger,,false
SMITH,Mr Walter,44,Deck,Crew,(Delivery trip only),false
SMITH,Mr William,26,Deck,Crew,,false
SMITH,Mrs Mary Eloise,18,1st Class,Passenger,,true
SMITHER,Mr Harry James,22,Engineering,Crew,,false
SMYTH,Miss Julia,18,3rd Class,Passenger,,true
SMYTH,Mr John,33,Engineering,Crew,(Delivery trip only),false
SMYTH,Mr Thomas,26,3rd Class,Passenger,,false
SNAPE,Mrs Lucy Violet,22,Victualling,Crew,,false
SNELLGROVE,Mr George,41,Engineering,Crew,,false
SNOOK,Mr William Henry,25,Engineering,Crew,,false
SNOW,Mr Eustace Philip,21,Engineering,Crew,,true
SNYDER,Mr John Pillsbury,24,1st Class,Passenger,,true
SNYDER,Mrs Nelle,23,1st Class,Passenger,,true
SOBEY,Mr Samuel James Hayden,25,2nd Class,Passenger,,false
SØHOLT,Mr Peter Andreas Lauritz Andersen,19,3rd Class,Passenger,,false
SOMERTON,Mr Francis William,30,3rd Class,Passenger,,false
SPARKMAN,Mr Henry William,36,Engineering,Crew,,true
SPECTOR,Mr Woolf,23,3rd Class,Passenger,,false
SPEDDEN,Master Robert Douglas,6,1st Class,Passenger,,true
SPEDDEN,Mr Frederic Oakley,45,1st Class,Passenger,,true
SPEDDEN,Mrs Margaretta Corning,39,1st Class,Passenger,,true
SPENCER,Mr William Augustus,57,1st Class,Passenger,,false
SPENCER,Mrs Marie Eugenie,48,1st Class,Passenger,,true
SPINNER,Mr Henry John,31,3rd Class,Passenger,,false
STAGG,Mr John Henry,38,Victualling,Crew,,false
STÄHELIN-MAEGLIN,Dr Max,32,1st Class,Passenger,,true
STANBROOK,Mr Augustus George,31,Engineering,Crew,,false
STANEFF,Mr Ivan,23,3rd Class,Passenger,,false
STANKOVIĆ,Mr Ivan,33,3rd Class,Passenger,,false
STANLEY,Miss Amy Zillah Elsie,24,3rd Class,Passenger,,true
STANLEY,Mr Rowland Edwin,22,3rd Class,Passenger,,false
STANTON,Mr Samuel Ward,42,2nd Class,Passenger,,false
STAP,Miss Sarah Agnes,47,Victualling,Crew,,true
STARKEY,Mr Henry,46,Deck,Crew,(Delivery trip only),false
STEAD,Mr William Thomas,62,1st Class,Passenger,,false
STEBBINGS,Mr Sydney Frederick,36,Victualling,Crew,,false
STEEL,Mr Robert Edward,30,Engineering,Crew,Substitute Crew,false
STENGEL,Mr Charles Emil Henry,54,1st Class,Passenger,,true
STENGEL,Mrs Annie May,43,1st Class,Passenger,,true
STEPHENSON,Mrs Martha,52,1st Class,Passenger,,true
STEVENS,Mr George,0,1st Class,Passenger,Cross Channel Passenger,true
STEVENSON,Mr Andrew,28,Engineering,Crew,(Delivery trip only),false
STEVENSON,Mr James,40,Engineering,Crew,(Delivery trip only),false
STEVENSON,Mr John,49,Engineering,Crew,(Delivery trip only),false
STEWART,Mr Albert Ankeny,64,1st Class,Passenger,,false
STEWART,Mr John,28,Victualling,Crew,,true
STEWART,Mr John,30,Engineering,Crew,(Delivery trip only),true
STEWART,Mr Matthew,25,Engineering,Crew,(Delivery trip only),false
STOCKER,Mr Henry Dorey,20,Engineering,Crew,,false
STOKES,Mr Philip Joseph,24,2nd Class,Passenger,,false
